PRIMEIRO_NOME;primeiro_sobrenome;segundo_sobrenome;PAIS;estado
Gustavo;Oliveira;Lima;Argentina;Pernambuco
Pedro;Oliveira;Costa;Brasil;São Paulo
Maria;Martins;Pereira;Portugal;Paraná
Ana;Lima;Almeida;Brasil;Rio de Janeiro
Camila;Costa;Santos;Colômbia;Bahia
Camila;Ferreira;Santos;Chile;Rio Grande do Sul
Pedro;Costa;Silva;Portugal;Ceará
Gustavo;Almeida;Ferreira;Chile;Bahia
Ricardo;Martins;Costa;Colômbia;Bahia
Luísa;Ferreira;Ferreira;Colômbia;Paraná
Pedro;Sousa;Ferreira;Argentina;Ceará
Maria;Santos;Martins;Argentina;Minas Gerais
Maria;Pereira;Silva;Colômbia;Ceará
Camila;Costa;Costa;Colômbia;São Paulo
Pedro;Costa;Lima;Chile;Paraná
Ricardo;Silva;Santos;Chile;Ceará
Gustavo;Silva;Lima;Argentina;Ceará
Fernanda;Ferreira;Almeida;Colômbia;Minas Gerais
Carlos;Almeida;Ferreira;Brasil;Ceará
João;Costa;Sousa;Portugal;Minas Gerais
Ana;Silva;Silva;Brasil;São Paulo
Ricardo;Costa;Almeida;Argentina;Minas Gerais
João;Pereira;Sousa;Portugal;São Paulo
Gustavo;Martins;Ferreira;Colômbia;Pernambuco
Fernanda;Santos;Ferreira;Brasil;Pernambuco
Camila;Ferreira;Oliveira;Chile;Paraná
Gustavo;Silva;Lima;Portugal;Ceará
Luísa;Sousa;Almeida;Chile;São Paulo
Fernanda;Pereira;Pereira;Colômbia;Bahia
Maria;Costa;Sousa;Brasil;Minas Gerais
Ana;Pereira;Lima;Portugal;Rio de Janeiro
Pedro;Almeida;Sousa;Brasil;Pernambuco
Ana;Sousa;Oliveira;Colômbia;Minas Gerais
Ana;Martins;Ferreira;Portugal;Ceará
Pedro;Martins;Oliveira;Portugal;Minas Gerais
Luísa;Sousa;Silva;Portugal;Rio Grande do Sul
Pedro;Lima;Silva;Colômbia;Rio Grande do Sul
Gustavo;Almeida;Ferreira;Colômbia;Minas Gerais
Maria;Oliveira;Oliveira;Argentina;São Paulo
Luísa;Martins;Almeida;Brasil;São Paulo
Ricardo;Ferreira;Santos;Portugal;Ceará
Gustavo;Silva;Costa;Brasil;Pernambuco
Luísa;Sousa;Sousa;Chile;Ceará
Pedro;Santos;Silva;Colômbia;Rio Grande do Sul
Camila;Santos;Martins;Portugal;Minas Gerais
Ana;Almeida;Costa;Chile;São Paulo
Carlos;Costa;Costa;Chile;Minas Gerais
Fernanda;Martins;Oliveira;Colômbia;Pernambuco
Ricardo;Silva;Almeida;Portugal;São Paulo
Ricardo;Pereira;Lima;Colômbia;Pernambuco
Fernanda;Pereira;Ferreira;Chile;Ceará
Carlos;Lima;Martins;Argentina;Rio de Janeiro
Pedro;Oliveira;Oliveira;Chile;Rio Grande do Sul
Gustavo;Silva;Martins;Colômbia;Minas Gerais
Ana;Almeida;Oliveira;Chile;Ceará
Gustavo;Sousa;Santos;Portugal;Pernambuco
João;Costa;Santos;Argentina;Ceará
Ana;Santos;Lima;Brasil;Rio Grande do Sul
Gustavo;Martins;Ferreira;Colômbia;Pernambuco
Carlos;Ferreira;Pereira;Argentina;Rio Grande do Sul
Maria;Oliveira;Ferreira;Portugal;Minas Gerais
Gustavo;Lima;Oliveira;Portugal;Rio Grande do Sul
Fernanda;Ferreira;Lima;Argentina;Ceará
Fernanda;Lima;Sousa;Colômbia;São Paulo
Carlos;Santos;Oliveira;Argentina;Bahia
Pedro;Silva;Oliveira;Portugal;São Paulo
Gustavo;Costa;Ferreira;Brasil;Ceará
Ana;Pereira;Sousa;Colômbia;Minas Gerais
João;Oliveira;Santos;Portugal;São Paulo
Fernanda;Oliveira;Costa;Portugal;Rio de Janeiro
Carlos;Ferreira;Costa;Portugal;Rio de Janeiro
Ana;Oliveira;Silva;Chile;Bahia
Ricardo;Almeida;Martins;Portugal;Rio Grande do Sul
Maria;Santos;Santos;Argentina;Bahia
Camila;Costa;Martins;Chile;Pernambuco
Fernanda;Santos;Oliveira;Argentina;Rio de Janeiro
Camila;Silva;Silva;Argentina;Paraná
João;Martins;Sousa;Portugal;Rio de Janeiro
Luísa;Santos;Costa;Portugal;Rio Grande do Sul
Camila;Martins;Santos;Portugal;Paraná
Ricardo;Lima;Costa;Colômbia;Pernambuco
Carlos;Martins;Almeida;Argentina;São Paulo
Gustavo;Oliveira;Almeida;Colômbia;Pernambuco
Gustavo;Pereira;Silva;Colômbia;Pernambuco
Camila;Martins;Oliveira;Colômbia;Paraná
Camila;Ferreira;Ferreira;Chile;Rio de Janeiro
Gustavo;Ferreira;Martins;Portugal;Bahia
Pedro;Ferreira;Ferreira;Brasil;Rio de Janeiro
Carlos;Oliveira;Costa;Colômbia;Ceará
Gustavo;Almeida;Martins;Portugal;Rio de Janeiro
Ana;Martins;Costa;Chile;Rio de Janeiro
Gustavo;Sousa;Martins;Chile;Rio Grande do Sul
João;Pereira;Sousa;Chile;São Paulo
Carlos;Oliveira;Lima;Brasil;Bahia
Maria;Pereira;Silva;Argentina;Paraná
Fernanda;Martins;Sousa;Brasil;Paraná
Fernanda;Almeida;Ferreira;Argentina;Ceará
João;Santos;Pereira;Portugal;São Paulo
Carlos;Pereira;Silva;Brasil;Bahia
Ricardo;Ferreira;Almeida;Brasil;Minas Gerais
Maria;Oliveira;Martins;Chile;Rio de Janeiro
João;Lima;Pereira;Colômbia;Paraná
Gustavo;Lima;Costa;Chile;Paraná
João;Martins;Lima;Brasil;Pernambuco
Pedro;Costa;Almeida;Colômbia;Paraná
Fernanda;Oliveira;Pereira;Colômbia;Pernambuco
Maria;Almeida;Almeida;Chile;Paraná
Pedro;Costa;Santos;Portugal;Pernambuco
Camila;Lima;Almeida;Colômbia;Rio de Janeiro
João;Costa;Sousa;Chile;Minas Gerais
Ana;Almeida;Costa;Argentina;Minas Gerais
João;Pereira;Lima;Colômbia;Rio de Janeiro
Ana;Lima;Ferreira;Colômbia;Bahia
Fernanda;Pereira;Oliveira;Colômbia;Minas Gerais
Carlos;Lima;Pereira;Colômbia;São Paulo
Maria;Oliveira;Silva;Chile;Minas Gerais
Ana;Oliveira;Silva;Argentina;Paraná
Ricardo;Oliveira;Silva;Colômbia;Minas Gerais
Pedro;Pereira;Martins;Portugal;Ceará
Fernanda;Silva;Pereira;Colômbia;Rio Grande do Sul
João;Sousa;Sousa;Portugal;São Paulo
Luísa;Almeida;Santos;Brasil;Bahia
Ana;Santos;Almeida;Brasil;Rio de Janeiro
Carlos;Martins;Santos;Brasil;Paraná
João;Ferreira;Pereira;Chile;Ceará
Ricardo;Ferreira;Sousa;Argentina;Minas Gerais
Ricardo;Silva;Lima;Colômbia;Rio de Janeiro
Fernanda;Santos;Pereira;Chile;Paraná
Gustavo;Silva;Oliveira;Colômbia;Minas Gerais
Fernanda;Costa;Santos;Chile;Rio Grande do Sul
João;Sousa;Almeida;Argentina;Rio Grande do Sul
Gustavo;Lima;Pereira;Brasil;Rio de Janeiro
Luísa;Sousa;Santos;Colômbia;Pernambuco
Ana;Almeida;Ferreira;Chile;Ceará
Pedro;Sousa;Costa;Chile;São Paulo
Camila;Oliveira;Costa;Chile;Minas Gerais
Luísa;Almeida;Pereira;Portugal;Paraná
João;Pereira;Sousa;Chile;São Paulo
Maria;Almeida;Martins;Chile;Rio de Janeiro
Luísa;Santos;Silva;Colômbia;Rio de Janeiro
Ricardo;Santos;Santos;Portugal;Pernambuco
Luísa;Costa;Almeida;Colômbia;Rio de Janeiro
João;Sousa;Lima;Portugal;Pernambuco
Fernanda;Santos;Oliveira;Argentina;Minas Gerais
Gustavo;Martins;Sousa;Portugal;Rio Grande do Sul
Camila;Ferreira;Pereira;Portugal;Pernambuco
Pedro;Costa;Silva;Colômbia;Bahia
João;Lima;Lima;Argentina;Paraná
Luísa;Silva;Costa;Chile;Minas Gerais
Gustavo;Pereira;Martins;Argentina;Minas Gerais
Ricardo;Sousa;Silva;Portugal;Bahia
Carlos;Martins;Costa;Brasil;São Paulo
João;Ferreira;Santos;Chile;Paraná
Maria;Almeida;Sousa;Chile;Rio de Janeiro
Gustavo;Pereira;Ferreira;Portugal;Rio Grande do Sul
Fernanda;Oliveira;Almeida;Brasil;Bahia
Pedro;Costa;Costa;Chile;São Paulo
Ana;Santos;Costa;Colômbia;Paraná
João;Oliveira;Pereira;Brasil;Bahia
Luísa;Costa;Costa;Colômbia;Pernambuco
Pedro;Oliveira;Costa;Argentina;Ceará
Camila;Ferreira;Ferreira;Colômbia;Pernambuco
Luísa;Ferreira;Santos;Argentina;Ceará
Gustavo;Oliveira;Oliveira;Colômbia;Pernambuco
Carlos;Santos;Santos;Chile;Ceará
Carlos;Costa;Martins;Portugal;Bahia
Gustavo;Sousa;Santos;Brasil;Rio de Janeiro
João;Pereira;Sousa;Chile;Bahia
João;Ferreira;Sousa;Portugal;São Paulo
João;Pereira;Silva;Argentina;Ceará
Carlos;Oliveira;Santos;Chile;Rio Grande do Sul
Carlos;Sousa;Lima;Argentina;Rio de Janeiro
Camila;Ferreira;Costa;Portugal;Pernambuco
Maria;Silva;Santos;Argentina;Pernambuco
Camila;Sousa;Sousa;Argentina;Bahia
Gustavo;Silva;Almeida;Chile;Ceará
Pedro;Martins;Costa;Brasil;Pernambuco
Carlos;Martins;Oliveira;Brasil;São Paulo
Gustavo;Ferreira;Oliveira;Colômbia;Minas Gerais
Camila;Costa;Costa;Colômbia;Rio Grande do Sul
Fernanda;Almeida;Almeida;Brasil;São Paulo
Fernanda;Oliveira;Silva;Colômbia;São Paulo
Camila;Ferreira;Almeida;Argentina;Paraná
Gustavo;Silva;Sousa;Chile;Bahia
Gustavo;Almeida;Costa;Brasil;Pernambuco
Ana;Martins;Sousa;Argentina;Rio Grande do Sul
Luísa;Santos;Sousa;Argentina;Bahia
Maria;Silva;Pereira;Brasil;Rio Grande do Sul
Maria;Lima;Martins;Portugal;São Paulo
Gustavo;Oliveira;Santos;Argentina;Ceará
Carlos;Silva;Lima;Portugal;Rio Grande do Sul
Camila;Ferreira;Almeida;Portugal;Bahia
Pedro;Martins;Silva;Colômbia;Bahia
Fernanda;Costa;Almeida;Brasil;Bahia
Luísa;Sousa;Martins;Chile;São Paulo
Ricardo;Martins;Martins;Portugal;Ceará
Ana;Sousa;Sousa;Portugal;Bahia
Gustavo;Silva;Costa;Argentina;Rio de Janeiro
Carlos;Ferreira;Ferreira;Portugal;Rio de Janeiro
Ana;Santos;Sousa;Colômbia;Paraná
Ana;Almeida;Oliveira;Colômbia;Rio Grande do Sul
Fernanda;Oliveira;Costa;Chile;Rio de Janeiro
Maria;Costa;Almeida;Colômbia;Bahia
Gustavo;Martins;Almeida;Argentina;Paraná
Carlos;Costa;Silva;Argentina;Bahia
Fernanda;Silva;Silva;Argentina;Rio de Janeiro
Gustavo;Almeida;Ferreira;Argentina;Ceará
Luísa;Silva;Costa;Portugal;Rio Grande do Sul
Carlos;Almeida;Silva;Chile;Pernambuco
Maria;Santos;Lima;Colômbia;Bahia
Pedro;Lima;Sousa;Brasil;Rio Grande do Sul
Ana;Pereira;Costa;Colômbia;Pernambuco
Carlos;Almeida;Santos;Portugal;Rio de Janeiro
Fernanda;Pereira;Costa;Portugal;Paraná
Pedro;Oliveira;Almeida;Brasil;Ceará
Camila;Pereira;Almeida;Portugal;Paraná
Camila;Lima;Pereira;Portugal;São Paulo
João;Silva;Costa;Argentina;Rio de Janeiro
Luísa;Silva;Sousa;Argentina;Rio de Janeiro
Camila;Costa;Pereira;Chile;Minas Gerais
Ricardo;Santos;Martins;Portugal;Pernambuco
Carlos;Oliveira;Ferreira;Portugal;Bahia
Fernanda;Lima;Lima;Portugal;Minas Gerais
Carlos;Pereira;Costa;Portugal;São Paulo
João;Ferreira;Lima;Portugal;Rio de Janeiro
Ana;Almeida;Almeida;Colômbia;Paraná
Ana;Martins;Sousa;Chile;Minas Gerais
Gustavo;Almeida;Lima;Argentina;Pernambuco
Camila;Costa;Santos;Chile;Paraná
Camila;Silva;Martins;Portugal;Bahia
Maria;Lima;Lima;Colômbia;Rio Grande do Sul
Carlos;Sousa;Silva;Chile;Rio Grande do Sul
Ana;Costa;Costa;Argentina;São Paulo
Gustavo;Ferreira;Silva;Colômbia;São Paulo
Ana;Lima;Silva;Argentina;Pernambuco
Ricardo;Costa;Ferreira;Portugal;Rio de Janeiro
Pedro;Costa;Pereira;Argentina;Minas Gerais
Carlos;Santos;Santos;Brasil;Paraná
Ana;Ferreira;Martins;Portugal;Paraná
Maria;Almeida;Sousa;Colômbia;Pernambuco
Carlos;Costa;Almeida;Colômbia;Minas Gerais
Pedro;Santos;Lima;Argentina;São Paulo
Luísa;Ferreira;Lima;Portugal;São Paulo
Carlos;Sousa;Almeida;Argentina;Rio de Janeiro
Gustavo;Oliveira;Santos;Colômbia;Rio Grande do Sul
Fernanda;Sousa;Martins;Chile;Rio Grande do Sul
Ricardo;Martins;Martins;Colômbia;Bahia
Fernanda;Almeida;Martins;Brasil;Bahia
Ricardo;Silva;Costa;Argentina;Bahia
Luísa;Silva;Santos;Brasil;Minas Gerais
Camila;Santos;Pereira;Argentina;Pernambuco
Fernanda;Santos;Ferreira;Portugal;Rio de Janeiro
Pedro;Lima;Ferreira;Chile;Bahia
Pedro;Costa;Oliveira;Brasil;Minas Gerais
Pedro;Silva;Martins;Colômbia;São Paulo
João;Oliveira;Martins;Brasil;Rio de Janeiro
Fernanda;Santos;Costa;Chile;São Paulo
Maria;Oliveira;Silva;Brasil;Ceará
Ricardo;Pereira;Silva;Chile;São Paulo
Fernanda;Ferreira;Almeida;Brasil;São Paulo
Maria;Ferreira;Almeida;Argentina;Rio Grande do Sul
Carlos;Ferreira;Oliveira;Chile;Paraná
Gustavo;Silva;Santos;Brasil;Ceará
João;Santos;Lima;Colômbia;Pernambuco
Maria;Silva;Martins;Chile;Pernambuco
Carlos;Martins;Santos;Colômbia;Ceará
Luísa;Silva;Ferreira;Colômbia;Rio de Janeiro
Camila;Silva;Lima;Chile;Ceará
Fernanda;Almeida;Santos;Colômbia;Paraná
Maria;Silva;Santos;Portugal;Rio Grande do Sul
Carlos;Santos;Lima;Portugal;Ceará
Luísa;Silva;Santos;Colômbia;Rio Grande do Sul
Camila;Lima;Pereira;Brasil;Paraná
Gustavo;Ferreira;Pereira;Argentina;Rio de Janeiro
Fernanda;Sousa;Costa;Portugal;Rio Grande do Sul
Fernanda;Costa;Ferreira;Colômbia;Ceará
Fernanda;Pereira;Martins;Argentina;Pernambuco
Pedro;Santos;Martins;Chile;São Paulo
Ricardo;Sousa;Ferreira;Argentina;Paraná
João;Oliveira;Costa;Chile;Rio Grande do Sul
Luísa;Martins;Almeida;Colômbia;Pernambuco
Fernanda;Ferreira;Silva;Portugal;Rio de Janeiro
Maria;Pereira;Ferreira;Colômbia;Rio Grande do Sul
Gustavo;Lima;Silva;Brasil;Pernambuco
João;Lima;Lima;Chile;Bahia
João;Ferreira;Silva;Chile;Ceará
João;Martins;Sousa;Argentina;Ceará
Camila;Costa;Ferreira;Brasil;São Paulo
Camila;Pereira;Pereira;Colômbia;Minas Gerais
Carlos;Santos;Silva;Argentina;Rio Grande do Sul
Ana;Sousa;Santos;Argentina;Rio de Janeiro
Ricardo;Costa;Santos;Brasil;Minas Gerais
Fernanda;Pereira;Ferreira;Colômbia;Rio de Janeiro
Pedro;Oliveira;Martins;Portugal;São Paulo
Fernanda;Martins;Santos;Colômbia;Bahia
João;Martins;Costa;Brasil;Pernambuco
Ana;Pereira;Santos;Chile;Paraná
Maria;Oliveira;Lima;Brasil;Ceará
João;Costa;Sousa;Argentina;Paraná
Carlos;Ferreira;Ferreira;Brasil;São Paulo
Gustavo;Oliveira;Martins;Brasil;Minas Gerais
João;Costa;Costa;Argentina;Bahia
Luísa;Costa;Oliveira;Chile;Ceará
Maria;Sousa;Ferreira;Chile;Minas Gerais
Fernanda;Silva;Oliveira;Colômbia;Bahia
Fernanda;Martins;Sousa;Colômbia;São Paulo
Ana;Martins;Almeida;Brasil;Rio Grande do Sul
Ana;Lima;Almeida;Colômbia;Ceará
Gustavo;Martins;Martins;Colômbia;Rio de Janeiro
Gustavo;Santos;Santos;Portugal;Minas Gerais
Luísa;Pereira;Lima;Chile;São Paulo
João;Oliveira;Almeida;Brasil;Paraná
Luísa;Costa;Oliveira;Brasil;Bahia
Maria;Oliveira;Sousa;Colômbia;Paraná
Pedro;Lima;Sousa;Brasil;Paraná
Luísa;Almeida;Lima;Chile;Minas Gerais
Carlos;Costa;Oliveira;Argentina;Rio Grande do Sul
Maria;Ferreira;Lima;Argentina;Bahia
Ricardo;Santos;Lima;Colômbia;Minas Gerais
Luísa;Ferreira;Silva;Chile;Paraná
Ricardo;Lima;Oliveira;Argentina;Ceará
Ricardo;Costa;Lima;Argentina;Rio Grande do Sul
Ricardo;Almeida;Pereira;Brasil;Rio Grande do Sul
Luísa;Martins;Ferreira;Colômbia;Bahia
Maria;Santos;Almeida;Brasil;Pernambuco
Maria;Silva;Costa;Brasil;São Paulo
Luísa;Oliveira;Oliveira;Portugal;Pernambuco
Maria;Sousa;Silva;Colômbia;Rio Grande do Sul
Gustavo;Sousa;Oliveira;Brasil;Rio de Janeiro
Pedro;Almeida;Ferreira;Portugal;Paraná
Fernanda;Santos;Almeida;Portugal;Paraná
Carlos;Pereira;Lima;Argentina;Minas Gerais
João;Oliveira;Oliveira;Colômbia;Rio de Janeiro
Maria;Sousa;Pereira;Brasil;Rio Grande do Sul
Ricardo;Lima;Sousa;Colômbia;Rio de Janeiro
Luísa;Almeida;Costa;Argentina;São Paulo
Carlos;Pereira;Almeida;Brasil;Pernambuco
Camila;Sousa;Santos;Argentina;Bahia
Camila;Ferreira;Ferreira;Portugal;Paraná
Ana;Martins;Silva;Colômbia;Minas Gerais
Ana;Martins;Costa;Portugal;Rio Grande do Sul
Maria;Santos;Sousa;Portugal;São Paulo
Fernanda;Oliveira;Pereira;Chile;São Paulo
Luísa;Sousa;Lima;Portugal;Paraná
Fernanda;Martins;Silva;Chile;Rio Grande do Sul
João;Pereira;Pereira;Chile;Rio Grande do Sul
Ricardo;Ferreira;Lima;Brasil;Pernambuco
Maria;Sousa;Silva;Chile;Pernambuco
Pedro;Ferreira;Oliveira;Brasil;Rio de Janeiro
João;Santos;Lima;Brasil;Bahia
Fernanda;Martins;Sousa;Chile;Paraná
Carlos;Almeida;Santos;Argentina;Minas Gerais
Fernanda;Martins;Almeida;Portugal;Minas Gerais
Ricardo;Pereira;Lima;Chile;Minas Gerais
Camila;Sousa;Sousa;Argentina;Paraná
Maria;Sousa;Almeida;Argentina;Bahia
Ricardo;Pereira;Oliveira;Chile;Rio de Janeiro
João;Pereira;Almeida;Portugal;Pernambuco
Pedro;Silva;Pereira;Portugal;Pernambuco
Gustavo;Ferreira;Silva;Chile;Minas Gerais
Ana;Lima;Oliveira;Chile;Minas Gerais
Ana;Silva;Martins;Colômbia;Minas Gerais
Pedro;Lima;Pereira;Portugal;Bahia
Ana;Pereira;Pereira;Portugal;Rio Grande do Sul
Camila;Pereira;Pereira;Portugal;Rio de Janeiro
Luísa;Lima;Silva;Colômbia;Bahia
Fernanda;Almeida;Silva;Argentina;Minas Gerais
Ricardo;Santos;Santos;Portugal;São Paulo
João;Silva;Ferreira;Portugal;Paraná
Ricardo;Lima;Almeida;Argentina;Ceará
Ricardo;Ferreira;Pereira;Colômbia;Paraná
Luísa;Pereira;Silva;Argentina;Pernambuco
Fernanda;Martins;Almeida;Brasil;Ceará
Camila;Pereira;Costa;Brasil;Pernambuco
João;Almeida;Almeida;Brasil;Minas Gerais
Carlos;Silva;Sousa;Portugal;Bahia
Fernanda;Sousa;Ferreira;Portugal;Paraná
Luísa;Santos;Pereira;Colômbia;Rio de Janeiro
João;Oliveira;Almeida;Portugal;Rio de Janeiro
Ana;Silva;Ferreira;Brasil;Rio Grande do Sul
Maria;Martins;Santos;Portugal;Paraná
Carlos;Martins;Costa;Brasil;Ceará
João;Lima;Almeida;Brasil;Paraná
Carlos;Pereira;Martins;Argentina;Ceará
João;Ferreira;Lima;Brasil;São Paulo
Luísa;Sousa;Oliveira;Colômbia;São Paulo
Maria;Santos;Almeida;Colômbia;Rio Grande do Sul
Ana;Lima;Ferreira;Brasil;Rio Grande do Sul
Luísa;Costa;Ferreira;Chile;Bahia
Ricardo;Pereira;Costa;Colômbia;São Paulo
Camila;Santos;Almeida;Portugal;Ceará
Maria;Pereira;Silva;Chile;Rio de Janeiro
Camila;Oliveira;Silva;Colômbia;Rio de Janeiro
Ricardo;Martins;Santos;Colômbia;São Paulo
Luísa;Costa;Santos;Colômbia;Pernambuco
Luísa;Lima;Ferreira;Chile;Rio de Janeiro
Maria;Pereira;Oliveira;Portugal;Paraná
Camila;Ferreira;Ferreira;Argentina;Pernambuco
Carlos;Martins;Martins;Brasil;Paraná
Maria;Pereira;Santos;Colômbia;Bahia
Luísa;Almeida;Ferreira;Brasil;Rio Grande do Sul
Pedro;Lima;Santos;Portugal;Rio de Janeiro
Carlos;Costa;Silva;Colômbia;Ceará
Gustavo;Santos;Almeida;Portugal;Rio Grande do Sul
Ana;Santos;Martins;Chile;Rio de Janeiro
João;Oliveira;Santos;Chile;Rio Grande do Sul
Gustavo;Silva;Silva;Chile;Rio Grande do Sul
Ricardo;Costa;Lima;Argentina;Paraná
Luísa;Almeida;Oliveira;Brasil;Bahia
Carlos;Silva;Lima;Brasil;Bahia
Fernanda;Ferreira;Pereira;Brasil;Bahia
Gustavo;Silva;Silva;Colômbia;Bahia
Luísa;Ferreira;Almeida;Colômbia;São Paulo
João;Pereira;Ferreira;Argentina;Minas Gerais
Carlos;Oliveira;Pereira;Argentina;Minas Gerais
Camila;Oliveira;Pereira;Portugal;Rio de Janeiro
Pedro;Lima;Silva;Chile;São Paulo
Fernanda;Santos;Santos;Argentina;São Paulo
Luísa;Almeida;Oliveira;Chile;Bahia
Fernanda;Almeida;Santos;Chile;São Paulo
Luísa;Ferreira;Costa;Chile;Paraná
Camila;Santos;Sousa;Argentina;Rio Grande do Sul
Carlos;Oliveira;Sousa;Portugal;Minas Gerais
Luísa;Almeida;Lima;Argentina;Paraná
Maria;Martins;Ferreira;Portugal;Rio Grande do Sul
Gustavo;Sousa;Oliveira;Argentina;Rio Grande do Sul
Luísa;Oliveira;Silva;Brasil;São Paulo
Carlos;Sousa;Silva;Brasil;Paraná
Pedro;Martins;Sousa;Colômbia;Minas Gerais
Pedro;Lima;Pereira;Portugal;Rio Grande do Sul
Gustavo;Silva;Sousa;Argentina;Minas Gerais
João;Ferreira;Costa;Colômbia;Ceará
João;Almeida;Oliveira;Portugal;Minas Gerais
Ricardo;Lima;Martins;Argentina;Rio Grande do Sul
Gustavo;Almeida;Sousa;Brasil;Paraná
Fernanda;Oliveira;Pereira;Colômbia;Rio de Janeiro
Carlos;Lima;Almeida;Brasil;Bahia
Pedro;Ferreira;Pereira;Colômbia;Ceará
Luísa;Lima;Almeida;Chile;Rio Grande do Sul
Luísa;Lima;Costa;Portugal;Pernambuco
Ana;Martins;Ferreira;Brasil;Minas Gerais
Ana;Martins;Costa;Portugal;Paraná
Ricardo;Almeida;Silva;Argentina;São Paulo
Ana;Almeida;Almeida;Chile;Rio de Janeiro
Ana;Almeida;Martins;Chile;São Paulo
Carlos;Santos;Martins;Portugal;Bahia
Ana;Oliveira;Santos;Colômbia;Paraná
Carlos;Lima;Martins;Brasil;Minas Gerais
Camila;Almeida;Martins;Portugal;Minas Gerais
Gustavo;Pereira;Almeida;Argentina;Bahia
Fernanda;Oliveira;Oliveira;Chile;São Paulo
Ricardo;Ferreira;Santos;Portugal;Minas Gerais
Pedro;Santos;Lima;Portugal;Bahia
Fernanda;Silva;Oliveira;Colômbia;Rio de Janeiro
Carlos;Costa;Martins;Brasil;Bahia
Pedro;Martins;Ferreira;Brasil;Pernambuco
Ana;Almeida;Sousa;Colômbia;São Paulo
Carlos;Silva;Sousa;Brasil;Pernambuco
Luísa;Ferreira;Almeida;Colômbia;Bahia
João;Sousa;Costa;Chile;Rio de Janeiro
Ricardo;Costa;Martins;Portugal;Minas Gerais
Luísa;Martins;Lima;Brasil;Rio Grande do Sul
Fernanda;Sousa;Costa;Portugal;Ceará
Ana;Oliveira;Ferreira;Chile;Paraná
Pedro;Ferreira;Pereira;Colômbia;Ceará
Luísa;Martins;Santos;Brasil;Paraná
Maria;Ferreira;Pereira;Chile;Ceará
Maria;Costa;Pereira;Colômbia;Rio de Janeiro
Luísa;Costa;Sousa;Argentina;Rio de Janeiro
Pedro;Pereira;Pereira;Brasil;Minas Gerais
Camila;Ferreira;Silva;Colômbia;Ceará
Carlos;Lima;Costa;Colômbia;Paraná
Maria;Santos;Santos;Brasil;São Paulo
Maria;Silva;Silva;Brasil;Rio Grande do Sul
Fernanda;Lima;Silva;Chile;São Paulo
Pedro;Oliveira;Sousa;Chile;Ceará
Luísa;Ferreira;Almeida;Portugal;Minas Gerais
Fernanda;Oliveira;Santos;Chile;Paraná
Gustavo;Sousa;Martins;Portugal;Ceará
Ricardo;Ferreira;Almeida;Portugal;Minas Gerais
Gustavo;Ferreira;Santos;Portugal;Bahia
Gustavo;Lima;Almeida;Argentina;Paraná
Fernanda;Oliveira;Lima;Colômbia;Ceará
João;Santos;Martins;Chile;Ceará
Fernanda;Oliveira;Oliveira;Portugal;Pernambuco
Luísa;Pereira;Ferreira;Portugal;São Paulo
João;Ferreira;Lima;Brasil;Pernambuco
Ricardo;Costa;Costa;Portugal;Minas Gerais
João;Pereira;Sousa;Argentina;Ceará
João;Lima;Ferreira;Argentina;Pernambuco
Luísa;Pereira;Silva;Argentina;Rio de Janeiro
Carlos;Sousa;Oliveira;Portugal;Pernambuco
Ricardo;Silva;Santos;Chile;São Paulo
Camila;Santos;Silva;Brasil;Bahia
Ana;Lima;Almeida;Brasil;São Paulo
João;Oliveira;Almeida;Chile;Minas Gerais
Carlos;Sousa;Martins;Argentina;Pernambuco
Luísa;Santos;Almeida;Brasil;Minas Gerais
Camila;Ferreira;Oliveira;Portugal;São Paulo
Fernanda;Santos;Martins;Brasil;Ceará
Gustavo;Santos;Martins;Chile;Bahia
Fernanda;Pereira;Lima;Chile;Minas Gerais
Ricardo;Costa;Sousa;Chile;Rio de Janeiro
Fernanda;Costa;Martins;Brasil;Pernambuco
Ricardo;Almeida;Oliveira;Brasil;Ceará
Pedro;Silva;Lima;Argentina;São Paulo
Camila;Ferreira;Santos;Argentina;Minas Gerais
João;Lima;Pereira;Colômbia;Pernambuco
Camila;Costa;Silva;Portugal;São Paulo
Camila;Silva;Almeida;Brasil;São Paulo
João;Sousa;Oliveira;Colômbia;Rio Grande do Sul
Ana;Lima;Lima;Portugal;Rio Grande do Sul
Fernanda;Oliveira;Lima;Portugal;Paraná
Pedro;Pereira;Sousa;Chile;Minas Gerais
Gustavo;Silva;Costa;Brasil;Minas Gerais
Carlos;Lima;Martins;Portugal;Pernambuco
Ricardo;Oliveira;Santos;Argentina;Rio Grande do Sul
Ricardo;Lima;Martins;Argentina;Ceará
Pedro;Lima;Almeida;Argentina;Pernambuco
Luísa;Ferreira;Almeida;Colômbia;Bahia
João;Santos;Pereira;Argentina;Paraná
João;Oliveira;Silva;Portugal;Ceará
Maria;Pereira;Almeida;Colômbia;Ceará
Gustavo;Lima;Costa;Portugal;Ceará
Ana;Pereira;Costa;Argentina;Pernambuco
Ana;Ferreira;Pereira;Chile;Rio Grande do Sul
Luísa;Ferreira;Martins;Portugal;Minas Gerais
João;Costa;Silva;Chile;Bahia
Gustavo;Pereira;Almeida;Colômbia;Paraná
Ricardo;Costa;Oliveira;Colômbia;Ceará
Camila;Ferreira;Lima;Argentina;Paraná
